Species Name,Eco-regions,Source,Scientific Name,Kingdom,Phylum,Class,Order,Family,Genus,Species,Canonical Name,Authorship,Status,Rank,Match Type,Basionym,Common Names
Chloroxylon swietenia,"deccan thorn scrub forests, south deccan plateau dry deciduous forests, na","ERA dataset, A Trees dataset",Chloroxylon swietenia (Roxb.) DC.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Chloroxylon,Chloroxylon swietenia,Chloroxylon swietenia,,ACCEPTED,SPECIES,EXACT,,"Halda, Mammarai, Porasu, Behru, Bhillotaka, Bheria, Ceylon Satinwood, Porunjamaram, Hurihuli, Bhivia, Urugali, Billu, Billydu, Vaaimaram Or Porasu, East Indian Satinwood, Bella, Purusamaram, Purusa Maram, വരിമരമ് Varimaram, Bhera, Billudu, Dhoura, Purushu, Masula, Bittulla, Hulda, Vaaimaram, Mududad, Varimaram, Girya, Mashwal, Huragalu, Porinja Maram, Bhirra, 'billu' 'बिल्‍लु', Indian satinwood tree, Satin Wood, Purush, Bheru Gatcho, Buruta, Bimbilota, Urugul Maram"
Commiphora caudata,deccan thorn scrub forests,ERA dataset,Commiphora caudata (Wight & Arn.) Engl.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Commiphora,Commiphora caudata,Commiphora caudata,,ACCEPTED,SPECIES,EXACT,,"Kilimaram, Konda mavu, Pachaikiluvai, Idinjil, Kizhuvam, Pachakizhuvam, Kizhingil, Hill mango, Kiliya maram, Kilippanjimaram"
Dalbergia lanceolaria,"deccan thorn scrub forests, east deccan dry evergreen forests",ERA dataset,Dalbergia lanceolaria L.f.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dalbergia,Dalbergia lanceolaria,Dalbergia lanceolaria,,ACCEPTED,SPECIES,EXACT,,"Pachariai, Erigai, Chakemdia, Beluga Maram, Velleeti, Painganni, Barbat, તણતોશી Tantoshi, Mouhit, टाकोली Takoli, Bugurai, Velleetty, Birmunga, Pinekanni, Meda-luwa, കണ്ണന് വാക Kannan Vaaka, Chapot Siris, दोण्डुस Dondus. फणशी Phanshi, Dandus, Vetta tholi, Pachadi, Vettuthol, Dodilo, Pachilamaram, Ittie, Keadcadlomdaru, Panchindam, Kurutupanchndam, காட்டுப்பச்சிலை Kattuppachalai, ಬಿಳಿ ಬಿಟೆ Bili Beete, Pachalimaram, Bastard Rose Wood, East Indian Rosewood, Poovaraimaram, വെള്ളീട്ടി Velliitti, Takoli, కొండపచారీ Kondapachari, Passi, எரிகை Erikai, Velangu, Ottutholi, गोरक्ष Goraksha, Velluruvai, తెల్లవిరుగుడు Tellavirugudu, Dandous, Sitsal, हर्दी Hardi, ಶ್ವೇತ ಬೀಟೆ Shweta Beete, ಹಸರುಗೋಣಿ Hasarugoni, Piri, Kannanvaka, Buruvai, Panivaagai, Arivaagai, Meruthi"
Deccania pubescens,"deccan thorn scrub forests, south deccan plateau dry deciduous forests",ERA dataset,Deccania pubescens (Roth) Tirveng.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Deccania,Deccania pubescens,Deccania pubescens,,ACCEPTED,SPECIES,EXACT,,No common names found
Diospyros ebenum,"deccan thorn scrub forests, orissa semi evergreen forests, east deccan dry evergreen forests, na","ERA dataset, A Trees dataset",Diospyros ebenum J.Koenig ex Retz.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,Diospyros ebenum,Diospyros ebenum,,ACCEPTED,SPECIES,EXACT,,"Vaalabattiram, Karingali, Vellathovarai, Black Sapote, Vayari, Velleithuvarai, Mushtambi, Katupanachi, East Indian Ebony, Karu, Kaarai, Ceylon ebeny tree, Acha Tumbi, Tumbi, Karungali, Ebony, Persimmon Ebony, Ceylon Ebony"
Dolichandrone atrovirens,deccan thorn scrub forests,ERA dataset,Dolichandrone atrovirens (Roth) K.Schum.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Dolichandrone,Dolichandrone atrovirens,Dolichandrone atrovirens,,ACCEPTED,SPECIES,EXACT,,"Wavy Trumpet Flower, Wavy trumpet flower, Paadri, Poompadhiri"
Ficus amplissima,"south western ghats moist deciduous forests, deccan thorn scrub forests, south western ghats montane rainforests, malabar coast moist forests, north western ghats moist deciduous forests",ERA dataset,Ficus amplissima Sm.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,Ficus amplissima,Ficus amplissima,,ACCEPTED,SPECIES,EXACT,,"Bilibasari, Bilibasari Mara, Koyali, Bilibasuri, Pimpri, Kal-ichi, Bat tree, Ichi, Pipri, Chela"
Ficus mollis,"deccan thorn scrub forests, south deccan plateau dry deciduous forests",ERA dataset,Ficus mollis Vahl,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,Ficus mollis,Ficus mollis,,ACCEPTED,SPECIES,EXACT,,"Itchi, Kaattarasu, Ichchi, Soft Fig, Sunkathi, Kal-ichchi, Kallu-goli, Kathpeepal"
Gardenia gummifera,deccan thorn scrub forests,ERA dataset,Gardenia gummifera L.f.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Gardenia,Gardenia gummifera,Gardenia gummifera,,ACCEPTED,SPECIES,EXACT,,"Kikemali, Sirukkambil (Tamil), Chitta, Sirukambi, Kambi pisin, Tikkamalli, Cittamali (Telugu), Gummy Gardenia, Kambimaram (Malayalam), Cambi Gum Tree, Dikemali (Marathi), Sinnakkambil, Dekamella-gum gardenia, Kamarri, Cumbi-gum tree, Kambimaram, Nadihingu (Sanskrit), Kambil, Kad Bikke (Kannada), Somanadikayam, देकामाली Dekamali (Hindi), Chitta Bike, Kambi, Gummy cape jasmine, Vellapaavattaa, Dikemali, Dikamalli (Gujarati), Chinnakkambi"
Givotia moluccana,deccan thorn scrub forests,ERA dataset,Givotia moluccana (L.) Sreem.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Givotia,Givotia moluccana,Givotia moluccana,,ACCEPTED,SPECIES,EXACT,,"Kottaithanakku, Bhuthalie, Vandarali, Vellai-poothali Shivani, Polki, White Catamaran Tree, Kappakadalavanakku, Thaala maram, Vendalai, Punki, Thalimaram, Thala, Kottathanukku"
Hardwickia binata,"deccan thorn scrub forests, south deccan plateau dry deciduous forests, narmada valley dry deciduous forests, na","ERA dataset, A Trees dataset",Hardwickia binata Roxb.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Hardwickia,Hardwickia binata,Hardwickia binata,,ACCEPTED,SPECIES,EXACT,,"Aacha, Anjan, Karma, Indian Blackwood, Kamara, Kamra, Papri, Yepi, Calam, Karachi, Achamaram, Kammara, Indian Black Wood, Acha, Katudugu"
Limonia acidissima,deccan thorn scrub forests,ERA dataset,Limonia acidissima L.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Limonia,Limonia acidissima,Limonia acidissima,,ACCEPTED,SPECIES,EXACT,,"தந்தசடம் Tantacatam, Bela, पुष्पफल Pushpaphala, ಮನಮಥ ಮರ Manmatha Mara, कवंठ Kavant, கவித்தம் Kavittam, Monkey Fruit, Elephant apple, നായ് വേലം Naay Veelam, दन्तशठ Danthashatha, कपित्यं Kapityama, કોઠા Kotha, కపిత్థము Kapitthhamu, मन्मथ Manamath, कैथ Or कैथा Kaith, Elephant Apple, कपित्थ Kapith, Indian wood-apple, दधिफल Dadhiphala, Wood Apple, कवंठी Kavanti, કોઠી Kothi, Curd fruit, Kavat, दधित्थ Dadhittha, ಬೇಲದ ಮರ Baelada Mara, कइत्थं Kaittham, വിളങ്കായ് Vilankaay, Nal Vela, விளா Vila, कइत्थो Kaittho, వెలగపండు Velagapandu, Indian Wood Apple, Curd Fruit, ದಧಿಫಲ Dadhiphala, விளா மரம் Vilamaram, Vilankai, कठबेल Katabel, ದಮ್ತಸಟ Damtasata, Kath-bel, Vilarmaram, கபித்தம் Kapittam, কয়েতবেল Kayetabela, दन्तसठ Dantasath, Vilavu, दधिफल Dadhiphal, पुष्पफल Pushpaphal, कवठ Kavat, ಕಪಿಠಾ Kapithha, Koyito, వెలగ Velaga, कपित्थं Kapithama, Wood apple, Vila, কপিত্থ Kapittha, कावित Kavit, Tuffâhh El Fîl, ನಾಯಿಬೆಲ Nayibel, कपित्थ Kapitth, விளாம்பழம் Vilampazam, ಬೇಲದ ಹಣ್ಣಿನ ಮರ Baelada Hannina Mara, Monkey fruit, कपित्य Kapitya"
Madhuca indica,"north deccan dry deciduous forests, deccan thorn scrub forests, malabar coast moist forests, narmada valley dry deciduous forests, lower gangetic plains moist deciduous forests, orissa semi evergreen forests","ERA dataset, A Trees dataset",Madhuca indica J.F.Gmel.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Madhuca,Madhuca longifolia,Madhuca indica,,SYNONYM,SPECIES,EXACT,,"Kaatu illuppai, Irippa, Mahua, Illupai, Njannal, Kattu Illupai"
Morinda pubescens,deccan thorn scrub forests,ERA dataset,Morinda pubescens Sm.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Morinda,Morinda coreia,Morinda pubescens,,SYNONYM,SPECIES,EXACT,,"Ahjhl, बारतोंडी Bartondi, आल Aal, Togar Mughalai, Morinda, മഞ്ഞപ്പാവട്ട Manjappaavatta, अच्युत Achyuta, Nuna, Noni, நுணா Nuna, Kattapitalavam, తొగరు Togaru, மஞ்சணாறி Manchanari, Manjanathi, మడ్డి Maddi, Morinda tree, Indian Mulberry, Manjapavitta, औछ Auch, ಮಡ್ಡಿ Maddi, Pavitta, Manjanatti, Manjal nuna, अक्षिकिफल Akshikiphala, Togari Wood Of Madras, Al, Pindra"
Phyllanthus emblica,"deccan thorn scrub forests, south deccan plateau dry deciduous forests, na","ERA dataset, A Trees dataset",Phyllanthus emblica L.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Phyllanthus,Phyllanthus emblica,Phyllanthus emblica,,ACCEPTED,SPECIES,EXACT,,"నెల్లి Nelli, கோங்கம் Konkam, आवळो Avalo, கோரங்கம் Korankam, ब्रह्मवृक्ष Brahmavriksh, अमलो Amalo, अमलाः Amalah, Nelli, ਆਂਵਲਾ Anwala, آنولا Anwla, राधा Radha, मण्डा Manda, तमका Tamaka, Amlokhi, अकर Akara, ஆமலகி Amalaki, तिष्या Tishya, Heikru, നെല്ലി Nelli, आंवळा Aanvala, आमलक Amalak, Dieng Sohmylleng, தேசோமந்திரம் Tecomantiram, கந்தாத்திரி Kantattiri, Amloki, Emblic myrobalan, தோப்புநெல்லி Toppu-nelli, आमलकः Amalakah, अवळा Avala, அமிர்தபலம் Amirta-palam, Indian gooseberry, Sinhlu, शिवा Shiva, विलोमी Vilomi, आंवला Anwla, आमला Amla, আমলকী Amlaki, धात्रिका Dhatrika, बहुमूली Bahu-muli, Emblic Myrobalan, நெல்லி Nelli, Aula, আমলা Amla, தாத்திரி Tattiri, ದೊಡ್ಡ ನೆಲ್ಲಿ Dodda Nelli, वज्रम् Vajram, सुधा Sudha, Gooseberry, ఉసిరి Usiri, Amla, தோட்டி Totti, Indian Gooseberry, शंभुप्रिया Shambhupriya, ధాత్రి Dhatri, আম্লখি Amlaki, இந்துளி Intuli, அத்தகோரம் Attakoram, Kaadu nelli, Amlai, श्रीफली Shriphali, சிவை Civai, आमलकी Amalaki, આમળા Amla, Aonla, Amalakam, சிரோட்டம் Cirottam, ಬೆಟ್ಟ ನೆಲ್ಲಿ Betta Nelli, ब्रह्मवृक्ष Brahma Vriksh, ಆಮಲಕ Aamalaka, ఆమలకము Amalakamu, നെല്ലിക്ക Nellikka, ओम्ल Omala, Muzhu nelli, காட்டுநெல்லி Kattu-nelli, આમલક Amalak, ਆਉਲਾ Aula"
Premna tomentosa,deccan thorn scrub forests,ERA dataset,Premna tomentosa Willd.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Premna,Premna tomentosa,Premna tomentosa,,ACCEPTED,SPECIES,EXACT,,"Moria, Naithekku, Malai Thekku, Kolakattai thekku, Malaithaekku, Purangainari, Kolakkatti Thekku, Malaithekku, Peethaimaram, Kolakottathekku, Kozhukkattai thekku, Chambara, Ije, Podaganari, Podanganari, Bastard Teak, Pincha, Kozhukkattathekku, Katutekka, Eegi, Naruvalu, Nagaru, Peethai"
Sterculia urens,"deccan thorn scrub forests, north deccan dry deciduous forests, khathiar gir dry deciduous forests","ERA dataset, A Trees dataset",Sterculia urens Roxb.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sterculia,Sterculia urens,Sterculia urens,,ACCEPTED,SPECIES,EXACT,,"അണ്ണാന്‍വഴുക്കി Annaanvazhukki, Karaya Tree, Odla, Annavazhukki, Kendale, કોગડોલ Kogdol, Gudalo, Katira, गुलु Gulu, Theethondi, Katila, Annanvazhukki, வெல்லை பூத்தாளி Vellai-puthali, कांडोळ Kandol, Senthanukku, Gular, Paravakka, Indian-tragacanth, कुलु Kulu, തൊണ്ടി Thonti, తపసి ట్టు Tapasi Chettu, Thondi, कराया Karaya, செந்தணக்கு Centanakku, Kulu, குதிரைப்பிடுக்கன் Kutiraippitukkan, कावळी Kawali, Kempudale, Kateera-gum, Senthalamaram, Gum Karaya, कतीरा Katira, Kithondi, Kavalam, The Ghost Tree, Bassora Tragacanth, Sterculia gum, തീത്തൊണ്ടി Thiiththonti, Pinari, Indian Tragacanth, पांडरूख Pandrukh"
Strebulus asper,deccan thorn scrub forests,ERA dataset,Streblus asper Lour.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Streblus,Streblus asper,Streblus asper,,ACCEPTED,SPECIES,FUZZY,,No common names found
Syzygium alternifolium,deccan thorn scrub forests,ERA dataset,Syzygium alternifolium (Wight) Walp.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium,Syzygium alternifolium,Syzygium alternifolium,,ACCEPTED,SPECIES,EXACT,,No common names found
Syzygium cumini,"north deccan dry deciduous forests, na, deccan thorn scrub forests, malabar coast moist forests, east deccan moist deciduous forests, north western ghats moist deciduous forests, south deccan plateau dry deciduous forests, narmada valley dry deciduous forests, lower gangetic plains moist deciduous forests, khathiar gir dry deciduous forests, orissa semi evergreen forests, east deccan dry evergreen forests","ERA dataset, A Trees dataset",Syzygium cumini (L.) Skeels,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium,Syzygium cumini,Syzygium cumini,,ACCEPTED,SPECIES,EXACT,,"Nerale, Valiyanjaval, जांबुळ Jambul, Black plum, Malabar Plum, Kattuchampa, Neeram, Damson Plum, Jambolan Plum, Jambolan, Naval, Jambu, Jamun, Naga, Perinnaral, Black Plum, जामुन Jamun, Neredu, ನೇರಮ Neerama, Bor-jamu, Portuguese Plum, Jam esing, Jambol, Nagamaram, Navaal, Njara, నేరేడు Neredu, ನೆರುಲ Nerula, Java Plum, Jambolian, Nava, जांबूळ Jambool, Jaman, Hjaval, Njaval, Kola jamu, Narala, Duhat Plum, Porinjara, Jum Nerale, Chiraijam, Kola-jamu, जंबूल Jambula, Nerula, In Malayalam- Njara Pazham Or Njaval Pazham, Khorjam, Jangmi, Jam, Java plum, Indian Blackberry"
Terminalia alata,"deccan thorn scrub forests, orissa semi evergreen forests, na","ERA dataset, A Trees dataset",Terminalia L.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,,Terminalia,,ACCEPTED,GENUS,HIGHERRANK,,"Asan, sain, saj, Madud, Thani, Karramarda, Sahaju"
Terminalia catappa,deccan thorn scrub forests,ERA dataset,Terminalia catappa L.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,Terminalia catappa,Terminalia catappa,,ACCEPTED,SPECIES,EXACT,,"Saraparuppu, White Bombway, Malay Almond, Java Almond, Naattu Badaam, Nattu-vadam, Indian Almond tree, Tavola Nut, Country Almond, Atafa, Malabar Almond, బాదము Badamu, बादाम Badam, Singapore Almond, Tropical Almond, Wild Almond, Umbrella Tree, Story Tree, Vatha-kottai, Indian Almond, West Indian Almond, False Kamani, Fijian Almond, Natvadumai, Bastard Almond, Bengal Almond, Demarara Almond, இங்குதி Inguti, बंगाली बादाम Bengali Badam, जंगली बादाम Jangli-badam, Tailaphala, बाताम Batam, Ingudi, Badam, Taree, Kath-badam, Sea Almond, Yrobalan, Barbados Almond, देसी बादाम Desi-badam"
Vitex altissima,"deccan thorn scrub forests, south western ghats moist deciduous forests, south deccan plateau dry deciduous forests","ERA dataset, A Trees dataset",Vitex altissima L.f.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Vitex,Vitex altissima,Vitex altissima,,ACCEPTED,SPECIES,EXACT,,"Myrole, Nevaladi, Navuladi, Tall chaste tree, Ashoi, Nemiliadogu, Peacock Chaste Tree, Mailai, Ganduparu, Mayilainochi, Selong-phang, Ahoi, Maila, Attumayila, Neviladi Kai, Balgay, Anhui, Tin-patte, Mailam, Mayilaadi, Mylellu, Mayiladi, Mayilei, Maylai, In Tamil As 'mayiladi' And In Malayalam As 'naviladi', Mayila, Myila, Balage, Naviladi, Milla, Mehilai maram, Dhavi-rivthi, Myilellu, Mayalai Nochi, Peacock chaste tree, Mayilai nochi"
Wrightia tinctoria,"deccan thorn scrub forests, malabar coast moist forests, narmada valley dry deciduous forests, khathiar gir dry deciduous forests, east deccan dry evergreen forests","ERA dataset, A Trees dataset",Wrightia tinctoria R.Br.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Wrightia,Wrightia tinctoria,Wrightia tinctoria,,ACCEPTED,SPECIES,EXACT,,"Thondappala, कुडा Kuda, Kambippala, Mitha-indrajau, Amkuda, દૂધલો Dudhalo, करायजा Karayaja, Aiyappala, Dudhi, Dyeing Rosebay, Pala Indigo, Irumpaalai, ഭന്തപ്പാല Bhanthappaala, ಅಜಮರ Ajamara, Kodamurki, स्त्री कुटज Stri Kutaja, Thinnamppala, Paalai, Nila Palai, काला कुडा Kala Kuda, इन्द्रजौ Indrajau, பாலை Paalai, இரும்பாலை Irum-palai, काळाकुडो Kalakudo, Dyers’s Oleander, Vettupala, Kotakappala, అంకుడుచెట్టు Ankuduchettu, Ivory Tree, Neelappala, Aale/ Beppale, కొండజెముడు Kondajemudu, Sweet indrajao, दुधी Dudhi, Nilapaalai, കമ്പിപ്പാല Kampippaala, Dhanthappala, Adukomba, வெட்பாலை Vet-palai, काळा कुडा Kala Kuda, Hyamaraka, Vetpaalai, Aiya Palai, നിലപ്പാല Nilappaala, भूरेवडी Bhurevadi, Pala Indigo Plant, Thattan-chavana, Black Indrajau, 'goda Indrajav' 'गोडा इंद्रजव', Irumpala, Dyer's Oleander, Veppalai, చిట్టిఅంకుడు Chiti-anikudu, Sweet Indrajao, असित कुटज Asita Kutaj, Dyers’s oleander"
Ziziphus xylopyrus,"deccan thorn scrub forests, south deccan plateau dry deciduous forests, na","ERA dataset, A Trees dataset",Ziziphus xylopyrus (Retz.) Willd.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Ziziphus,Ziziphus xylopyrus,Ziziphus xylopyrus,,ACCEPTED,SPECIES,EXACT,,"Katber, Gottai, Bhidhao-bogori, Kottai maram, Kottai Elandai, Kotta, Kottei, Bon-bogori"
